date,source,unit,State,year,month,value
2025-01-15,Nuclear,MW,Uttar Pradesh,2025,1,440
2025-02-15,Nuclear,MW,Uttar Pradesh,2025,2,440
2025-03-15,Nuclear,MW,Uttar Pradesh,2025,3,440
2025-04-15,Nuclear,MW,Uttar Pradesh,2025,4,440
2025-05-15,Nuclear,MW,Uttar Pradesh,2025,5,440
2025-06-15,Nuclear,MW,Uttar Pradesh,2025,6,440
2025-07-15,Nuclear,MW,Uttar Pradesh,2025,7,440
2025-08-15,Nuclear,MW,Uttar Pradesh,2025,8,440
2024-01-15,Hydro,MW,Uttar Pradesh,2024,1,501.6
2024-02-15,Hydro,MW,Uttar Pradesh,2024,2,501.6
2024-03-15,Hydro,MW,Uttar Pradesh,2024,3,501.6
2024-04-15,Hydro,MW,Uttar Pradesh,2024,4,501.6
2024-05-15,Hydro,MW,Uttar Pradesh,2024,5,501.6
2024-06-15,Hydro,MW,Uttar Pradesh,2024,6,501.6
2024-07-15,Hydro,MW,Uttar Pradesh,2024,7,501.6
2024-08-15,Hydro,MW,Uttar Pradesh,2024,8,501.6
2024-09-15,Hydro,MW,Uttar Pradesh,2024,9,501.6
2024-10-15,Hydro,MW,Uttar Pradesh,2024,10,501.6
2024-11-15,Hydro,MW,Uttar Pradesh,2024,11,501.6
2024-12-15,Hydro,MW,Uttar Pradesh,2024,12,501.6
2025-01-15,Hydro,MW,Uttar Pradesh,2025,1,501.6
2025-02-15,Hydro,MW,Uttar Pradesh,2025,2,501.6
2025-03-15,Hydro,MW,Uttar Pradesh,2025,3,501.6
2025-04-15,Hydro,MW,Uttar Pradesh,2025,4,501.6
2025-05-15,Hydro,MW,Uttar Pradesh,2025,5,501.6
2025-06-15,Hydro,MW,Uttar Pradesh,2025,6,501.6
2025-07-15,Hydro,MW,Uttar Pradesh,2025,7,501.6
2025-08-15,Hydro,MW,Uttar Pradesh,2025,8,501.6
2024-01-15,Solar,MW,Uttar Pradesh,2024,1,2782.83
2024-02-15,Solar,MW,Uttar Pradesh,2024,2,2832.83
2024-03-15,Solar,MW,Uttar Pradesh,2024,3,2920.33
2024-04-15,Solar,MW,Uttar Pradesh,2024,4,2930.33
2024-05-15,Solar,MW,Uttar Pradesh,2024,5,2930.33
2024-06-15,Solar,MW,Uttar Pradesh,2024,6,3066.77
2024-07-15,Solar,MW,Uttar Pradesh,2024,7,3105.59
2024-08-15,Solar,MW,Uttar Pradesh,2024,8,3280.15
2024-09-15,Solar,MW,Uttar Pradesh,2024,9,3284.26
2024-10-15,Solar,MW,Uttar Pradesh,2024,10,3286.98
2024-11-15,Solar,MW,Uttar Pradesh,2024,11,3288.86
2024-12-15,Solar,MW,Uttar Pradesh,2024,12,3346.99
2025-01-15,Solar,MW,Uttar Pradesh,2025,1,3356.01
2025-02-15,Solar,MW,Uttar Pradesh,2025,2,3357.51
2025-03-15,Solar,MW,Uttar Pradesh,2025,3,3364.07
2025-04-15,Solar,MW,Uttar Pradesh,2025,4,3368.87
2025-05-15,Solar,MW,Uttar Pradesh,2025,5,3376.74
2025-06-15,Solar,MW,Uttar Pradesh,2025,6,3427.49
2025-07-15,Solar,MW,Uttar Pradesh,2025,7,3483.56
2025-08-15,Solar,MW,Uttar Pradesh,2025,8,3486.56
2024-01-15,Wind,MW,Uttar Pradesh,2024,1,
2024-02-15,Wind,MW,Uttar Pradesh,2024,2,
2024-03-15,Wind,MW,Uttar Pradesh,2024,3,
2024-04-15,Wind,MW,Uttar Pradesh,2024,4,
2024-05-15,Wind,MW,Uttar Pradesh,2024,5,
2024-06-15,Wind,MW,Uttar Pradesh,2024,6,
2024-07-15,Wind,MW,Uttar Pradesh,2024,7,
2024-08-15,Wind,MW,Uttar Pradesh,2024,8,
2024-09-15,Wind,MW,Uttar Pradesh,2024,9,
2024-10-15,Wind,MW,Uttar Pradesh,2024,10,
2024-11-15,Wind,MW,Uttar Pradesh,2024,11,
2024-12-15,Wind,MW,Uttar Pradesh,2024,12,
2025-01-15,Wind,MW,Uttar Pradesh,2025,1,
2025-02-15,Wind,MW,Uttar Pradesh,2025,2,
2025-03-15,Wind,MW,Uttar Pradesh,2025,3,
2025-04-15,Wind,MW,Uttar Pradesh,2025,4,
2025-05-15,Wind,MW,Uttar Pradesh,2025,5,
2025-06-15,Wind,MW,Uttar Pradesh,2025,6,
2025-07-15,Wind,MW,Uttar Pradesh,2025,7,
2025-08-15,Wind,MW,Uttar Pradesh,2025,8,
2024-01-15,Small-Hydro,MW,Uttar Pradesh,2024,1,49.1
2024-02-15,Small-Hydro,MW,Uttar Pradesh,2024,2,49.1
2024-03-15,Small-Hydro,MW,Uttar Pradesh,2024,3,49.1
2024-04-15,Small-Hydro,MW,Uttar Pradesh,2024,4,49.1
2024-05-15,Small-Hydro,MW,Uttar Pradesh,2024,5,49.1
2024-06-15,Small-Hydro,MW,Uttar Pradesh,2024,6,49.1
2024-07-15,Small-Hydro,MW,Uttar Pradesh,2024,7,49.1
2024-08-15,Small-Hydro,MW,Uttar Pradesh,2024,8,49.1
2024-09-15,Small-Hydro,MW,Uttar Pradesh,2024,9,49.1
2024-10-15,Small-Hydro,MW,Uttar Pradesh,2024,10,49.1
2024-11-15,Small-Hydro,MW,Uttar Pradesh,2024,11,49.1
2024-12-15,Small-Hydro,MW,Uttar Pradesh,2024,12,49.1
2025-01-15,Small-Hydro,MW,Uttar Pradesh,2025,1,49.1
2025-02-15,Small-Hydro,MW,Uttar Pradesh,2025,2,49.1
2025-03-15,Small-Hydro,MW,Uttar Pradesh,2025,3,49.1
2025-04-15,Small-Hydro,MW,Uttar Pradesh,2025,4,50.6
2025-05-15,Small-Hydro,MW,Uttar Pradesh,2025,5,50.6
2025-06-15,Small-Hydro,MW,Uttar Pradesh,2025,6,50.6
2025-07-15,Small-Hydro,MW,Uttar Pradesh,2025,7,50.6
2025-08-15,Small-Hydro,MW,Uttar Pradesh,2025,8,50.6
2024-01-15,Bio Power,MW,Uttar Pradesh,2024,1,2221.64
2024-02-15,Bio Power,MW,Uttar Pradesh,2024,2,2221.64
2024-03-15,Bio Power,MW,Uttar Pradesh,2024,3,2226.14
2024-04-15,Bio Power,MW,Uttar Pradesh,2024,4,2230.31
2024-05-15,Bio Power,MW,Uttar Pradesh,2024,5,2230.31
2024-06-15,Bio Power,MW,Uttar Pradesh,2024,6,2230.31
2024-07-15,Bio Power,MW,Uttar Pradesh,2024,7,2237.39
2024-08-15,Bio Power,MW,Uttar Pradesh,2024,8,2237.39
2024-09-15,Bio Power,MW,Uttar Pradesh,2024,9,2265.39
2024-10-15,Bio Power,MW,Uttar Pradesh,2024,10,2265.39
2024-11-15,Bio Power,MW,Uttar Pradesh,2024,11,2265.89
2024-12-15,Bio Power,MW,Uttar Pradesh,2024,12,2271.38
2025-01-15,Bio Power,MW,Uttar Pradesh,2025,1,2273.67
2025-02-15,Bio Power,MW,Uttar Pradesh,2025,2,2273.67
2025-03-15,Bio Power,MW,Uttar Pradesh,2025,3,2309.14
2025-04-15,Bio Power,MW,Uttar Pradesh,2025,4,2309.14
2025-05-15,Bio Power,MW,Uttar Pradesh,2025,5,2309.14
2025-06-15,Bio Power,MW,Uttar Pradesh,2025,6,2309.14
2025-07-15,Bio Power,MW,Uttar Pradesh,2025,7,2310.39
2025-08-15,Bio Power,MW,Uttar Pradesh,2025,8,2310.39
2024-01-15,Coal,MW,Uttarakhand,2024,1,
2024-02-15,Coal,MW,Uttarakhand,2024,2,
2024-03-15,Coal,MW,Uttarakhand,2024,3,
2024-04-15,Coal,MW,Uttarakhand,2024,4,
2024-05-15,Coal,MW,Uttarakhand,2024,5,
2024-06-15,Coal,MW,Uttarakhand,2024,6,
2024-07-15,Coal,MW,Uttarakhand,2024,7,
2024-08-15,Coal,MW,Uttarakhand,2024,8,
2024-09-15,Coal,MW,Uttarakhand,2024,9,
2024-10-15,Coal,MW,Uttarakhand,2024,10,
2024-11-15,Coal,MW,Uttarakhand,2024,11,
2024-12-15,Coal,MW,Uttarakhand,2024,12,
2025-01-15,Coal,MW,Uttarakhand,2025,1,
2025-02-15,Coal,MW,Uttarakhand,2025,2,
2025-03-15,Coal,MW,Uttarakhand,2025,3,
2025-04-15,Coal,MW,Uttarakhand,2025,4,
2025-05-15,Coal,MW,Uttarakhand,2025,5,
2025-06-15,Coal,MW,Uttarakhand,2025,6,
2025-07-15,Coal,MW,Uttarakhand,2025,7,
2025-08-15,Coal,MW,Uttarakhand,2025,8,
2024-01-15,Oil & Gas,MW,Uttarakhand,2024,1,664
2024-02-15,Oil & Gas,MW,Uttarakhand,2024,2,664
2024-03-15,Oil & Gas,MW,Uttarakhand,2024,3,664
2024-04-15,Oil & Gas,MW,Uttarakhand,2024,4,664
2024-05-15,Oil & Gas,MW,Uttarakhand,2024,5,664
2024-06-15,Oil & Gas,MW,Uttarakhand,2024,6,664
2024-07-15,Oil & Gas,MW,Uttarakhand,2024,7,664
2024-08-15,Oil & Gas,MW,Uttarakhand,2024,8,664
2024-09-15,Oil & Gas,MW,Uttarakhand,2024,9,664
2024-10-15,Oil & Gas,MW,Uttarakhand,2024,10,664
2024-11-15,Oil & Gas,MW,Uttarakhand,2024,11,664
2024-12-15,Oil & Gas,MW,Uttarakhand,2024,12,664
2025-01-15,Oil & Gas,MW,Uttarakhand,2025,1,664
2025-02-15,Oil & Gas,MW,Uttarakhand,2025,2,664
2025-03-15,Oil & Gas,MW,Uttarakhand,2025,3,664
2025-04-15,Oil & Gas,MW,Uttarakhand,2025,4,664
2025-05-15,Oil & Gas,MW,Uttarakhand,2025,5,664
2025-06-15,Oil & Gas,MW,Uttarakhand,2025,6,664
2025-07-15,Oil & Gas,MW,Uttarakhand,2025,7,664
2025-08-15,Oil & Gas,MW,Uttarakhand,2025,8,664
2024-01-15,Nuclear,MW,Uttarakhand,2024,1,
2024-02-15,Nuclear,MW,Uttarakhand,2024,2,
2024-03-15,Nuclear,MW,Uttarakhand,2024,3,
2024-04-15,Nuclear,MW,Uttarakhand,2024,4,
2024-05-15,Nuclear,MW,Uttarakhand,2024,5,
2024-06-15,Nuclear,MW,Uttarakhand,2024,6,
2024-07-15,Nuclear,MW,Uttarakhand,2024,7,
2024-08-15,Nuclear,MW,Uttarakhand,2024,8,
2024-09-15,Nuclear,MW,Uttarakhand,2024,9,
2024-10-15,Nuclear,MW,Uttarakhand,2024,10,
2024-11-15,Nuclear,MW,Uttarakhand,2024,11,
2024-12-15,Nuclear,MW,Uttarakhand,2024,12,
2025-01-15,Nuclear,MW,Uttarakhand,2025,1,
2025-02-15,Nuclear,MW,Uttarakhand,2025,2,
2025-03-15,Nuclear,MW,Uttarakhand,2025,3,
2025-04-15,Nuclear,MW,Uttarakhand,2025,4,
2025-05-15,Nuclear,MW,Uttarakhand,2025,5,
2025-06-15,Nuclear,MW,Uttarakhand,2025,6,
2025-07-15,Nuclear,MW,Uttarakhand,2025,7,
2025-08-15,Nuclear,MW,Uttarakhand,2025,8,
2024-01-15,Hydro,MW,Uttarakhand,2024,1,4035.35
2024-02-15,Hydro,MW,Uttarakhand,2024,2,4035.35
2024-03-15,Hydro,MW,Uttarakhand,2024,3,4035.35
2024-04-15,Hydro,MW,Uttarakhand,2024,4,4035.35
2024-05-15,Hydro,MW,Uttarakhand,2024,5,4035.35
2024-06-15,Hydro,MW,Uttarakhand,2024,6,4035.35
2024-07-15,Hydro,MW,Uttarakhand,2024,7,4035.35
2024-08-15,Hydro,MW,Uttarakhand,2024,8,4035.35
2024-09-15,Hydro,MW,Uttarakhand,2024,9,4035.35
2024-10-15,Hydro,MW,Uttarakhand,2024,10,4035.35
2024-11-15,Hydro,MW,Uttarakhand,2024,11,4035.35
2024-12-15,Hydro,MW,Uttarakhand,2024,12,4035.35
2025-01-15,Hydro,MW,Uttarakhand,2025,1,4035.35
2025-02-15,Hydro,MW,Uttarakhand,2025,2,4035.35
2025-03-15,Hydro,MW,Uttarakhand,2025,3,4035.35
2025-04-15,Hydro,MW,Uttarakhand,2025,4,4035.35
2025-05-15,Hydro,MW,Uttarakhand,2025,5,4035.35
2025-06-15,Hydro,MW,Uttarakhand,2025,6,4285.35
2025-07-15,Hydro,MW,Uttarakhand,2025,7,4535.35
2025-08-15,Hydro,MW,Uttarakhand,2025,8,4535.35
2024-01-15,Solar,MW,Uttarakhand,2024,1,575.53
2024-02-15,Solar,MW,Uttarakhand,2024,2,575.53
2024-03-15,Solar,MW,Uttarakhand,2024,3,575.53
2024-04-15,Solar,MW,Uttarakhand,2024,4,575.53
2024-05-15,Solar,MW,Uttarakhand,2024,5,575.53
2024-06-15,Solar,MW,Uttarakhand,2024,6,575.53
2024-07-15,Solar,MW,Uttarakhand,2024,7,586.53
2024-08-15,Solar,MW,Uttarakhand,2024,8,592.07
2024-09-15,Solar,MW,Uttarakhand,2024,9,592.07
2024-10-15,Solar,MW,Uttarakhand,2024,10,592.07
2024-11-15,Solar,MW,Uttarakhand,2024,11,593.07
2024-12-15,Solar,MW,Uttarakhand,2024,12,593.07
2025-01-15,Solar,MW,Uttarakhand,2025,1,593.07
2025-02-15,Solar,MW,Uttarakhand,2025,2,593.07
2025-03-15,Solar,MW,Uttarakhand,2025,3,593.07
2025-04-15,Solar,MW,Uttarakhand,2025,4,593.07
2025-05-15,Solar,MW,Uttarakhand,2025,5,593.07
2025-06-15,Solar,MW,Uttarakhand,2025,6,593.07
2025-07-15,Solar,MW,Uttarakhand,2025,7,835.72
2025-08-15,Solar,MW,Uttarakhand,2025,8,835.72
2024-01-15,Wind,MW,Uttarakhand,2024,1,
2024-02-15,Wind,MW,Uttarakhand,2024,2,
2024-03-15,Wind,MW,Uttarakhand,2024,3,
2024-04-15,Wind,MW,Uttarakhand,2024,4,
2024-05-15,Wind,MW,Uttarakhand,2024,5,
2024-06-15,Wind,MW,Uttarakhand,2024,6,
2024-07-15,Wind,MW,Uttarakhand,2024,7,
2024-08-15,Wind,MW,Uttarakhand,2024,8,
2024-09-15,Wind,MW,Uttarakhand,2024,9,
2024-10-15,Wind,MW,Uttarakhand,2024,10,
2024-11-15,Wind,MW,Uttarakhand,2024,11,
2024-12-15,Wind,MW,Uttarakhand,2024,12,
2025-01-15,Wind,MW,Uttarakhand,2025,1,
2025-02-15,Wind,MW,Uttarakhand,2025,2,
2025-03-15,Wind,MW,Uttarakhand,2025,3,
2025-04-15,Wind,MW,Uttarakhand,2025,4,
2025-05-15,Wind,MW,Uttarakhand,2025,5,
2025-06-15,Wind,MW,Uttarakhand,2025,6,
2025-07-15,Wind,MW,Uttarakhand,2025,7,
2025-08-15,Wind,MW,Uttarakhand,2025,8,
2024-01-15,Small-Hydro,MW,Uttarakhand,2024,1,218.82
2024-02-15,Small-Hydro,MW,Uttarakhand,2024,2,218.82
2024-03-15,Small-Hydro,MW,Uttarakhand,2024,3,218.82
2024-04-15,Small-Hydro,MW,Uttarakhand,2024,4,218.82
2024-05-15,Small-Hydro,MW,Uttarakhand,2024,5,218.82
2024-06-15,Small-Hydro,MW,Uttarakhand,2024,6,218.82
2024-07-15,Small-Hydro,MW,Uttarakhand,2024,7,218.82
2024-08-15,Small-Hydro,MW,Uttarakhand,2024,8,228.82
2024-09-15,Small-Hydro,MW,Uttarakhand,2024,9,233.82
2024-10-15,Small-Hydro,MW,Uttarakhand,2024,10,233.82
2024-11-15,Small-Hydro,MW,Uttarakhand,2024,11,233.82
2024-12-15,Small-Hydro,MW,Uttarakhand,2024,12,233.82
2025-01-15,Small-Hydro,MW,Uttarakhand,2025,1,233.82
2025-02-15,Small-Hydro,MW,Uttarakhand,2025,2,233.82
2025-03-15,Small-Hydro,MW,Uttarakhand,2025,3,233.82
2025-04-15,Small-Hydro,MW,Uttarakhand,2025,4,233.82
2025-05-15,Small-Hydro,MW,Uttarakhand,2025,5,233.82
2025-06-15,Small-Hydro,MW,Uttarakhand,2025,6,233.82
2025-07-15,Small-Hydro,MW,Uttarakhand,2025,7,233.82
2025-08-15,Small-Hydro,MW,Uttarakhand,2025,8,233.82
2024-01-15,Bio Power,MW,Uttarakhand,2024,1,139.74
2024-02-15,Bio Power,MW,Uttarakhand,2024,2,139.74
2024-03-15,Bio Power,MW,Uttarakhand,2024,3,142.24
2024-04-15,Bio Power,MW,Uttarakhand,2024,4,142.24
2024-05-15,Bio Power,MW,Uttarakhand,2024,5,142.24
2024-06-15,Bio Power,MW,Uttarakhand,2024,6,142.24
2024-07-15,Bio Power,MW,Uttarakhand,2024,7,142.24
2024-08-15,Bio Power,MW,Uttarakhand,2024,8,142.24
2024-09-15,Bio Power,MW,Uttarakhand,2024,9,142.24
2024-10-15,Bio Power,MW,Uttarakhand,2024,10,142.24
2024-11-15,Bio Power,MW,Uttarakhand,2024,11,142.24
2024-12-15,Bio Power,MW,Uttarakhand,2024,12,142.24
2025-01-15,Bio Power,MW,Uttarakhand,2025,1,142.24
2025-02-15,Bio Power,MW,Uttarakhand,2025,2,142.24
2025-03-15,Bio Power,MW,Uttarakhand,2025,3,148.53
2025-04-15,Bio Power,MW,Uttarakhand,2025,4,148.53
2025-05-15,Bio Power,MW,Uttarakhand,2025,5,148.53
2025-06-15,Bio Power,MW,Uttarakhand,2025,6,149.57
2025-07-15,Bio Power,MW,Uttarakhand,2025,7,149.57
2025-08-15,Bio Power,MW,Uttarakhand,2025,8,149.57
2024-01-15,Coal,MW,Rajasthan,2024,1,10780
2024-02-15,Coal,MW,Rajasthan,2024,2,10780
2024-03-15,Coal,MW,Rajasthan,2024,3,10780
2024-04-15,Coal,MW,Rajasthan,2024,4,10780
2024-05-15,Coal,MW,Rajasthan,2024,5,10780
2024-06-15,Coal,MW,Rajasthan,2024,6,10780
2024-07-15,Coal,MW,Rajasthan,2024,7,10780
2024-08-15,Coal,MW,Rajasthan,2024,8,10780
2024-09-15,Coal,MW,Rajasthan,2024,9,10780
2024-10-15,Coal,MW,Rajasthan,2024,10,10780
2024-11-15,Coal,MW,Rajasthan,2024,11,10780
2024-12-15,Coal,MW,Rajasthan,2024,12,10780
2025-01-15,Coal,MW,Rajasthan,2025,1,10780
2025-02-15,Coal,MW,Rajasthan,2025,2,10780
2025-03-15,Coal,MW,Rajasthan,2025,3,10780
2025-04-15,Coal,MW,Rajasthan,2025,4,10780
2025-05-15,Coal,MW,Rajasthan,2025,5,10780
2025-06-15,Coal,MW,Rajasthan,2025,6,10780
2025-07-15,Coal,MW,Rajasthan,2025,7,10780
2025-08-15,Coal,MW,Rajasthan,2025,8,10780
2024-01-15,Oil & Gas,MW,Rajasthan,2024,1,1022.83
2024-02-15,Oil & Gas,MW,Rajasthan,2024,2,1022.83
2024-03-15,Oil & Gas,MW,Rajasthan,2024,3,1022.83
2024-04-15,Oil & Gas,MW,Rajasthan,2024,4,1022.83
2024-05-15,Oil & Gas,MW,Rajasthan,2024,5,1022.83
2024-06-15,Oil & Gas,MW,Rajasthan,2024,6,1022.83
2024-07-15,Oil & Gas,MW,Rajasthan,2024,7,1022.83
2024-08-15,Oil & Gas,MW,Rajasthan,2024,8,1022.83
2024-09-15,Oil & Gas,MW,Rajasthan,2024,9,1022.83
2024-10-15,Oil & Gas,MW,Rajasthan,2024,10,1022.83
2024-11-15,Oil & Gas,MW,Rajasthan,2024,11,1022.83
2024-12-15,Oil & Gas,MW,Rajasthan,2024,12,1022.83
2025-01-15,Oil & Gas,MW,Rajasthan,2025,1,1022.83
2025-02-15,Oil & Gas,MW,Rajasthan,2025,2,1022.83
2025-03-15,Oil & Gas,MW,Rajasthan,2025,3,1022.83
2025-04-15,Oil & Gas,MW,Rajasthan,2025,4,1022.83
2025-05-15,Oil & Gas,MW,Rajasthan,2025,5,1022.83
2025-06-15,Oil & Gas,MW,Rajasthan,2025,6,1022.83
2025-07-15,Oil & Gas,MW,Rajasthan,2025,7,1022.83
2025-08-15,Oil & Gas,MW,Rajasthan,2025,8,1022.83
2024-01-15,Nuclear,MW,Rajasthan,2024,1,1180
2024-02-15,Nuclear,MW,Rajasthan,2024,2,1180
2024-03-15,Nuclear,MW,Rajasthan,2024,3,1180
2024-04-15,Nuclear,MW,Rajasthan,2024,4,1180
2024-05-15,Nuclear,MW,Rajasthan,2024,5,1180
2024-06-15,Nuclear,MW,Rajasthan,2024,6,1180
2024-07-15,Nuclear,MW,Rajasthan,2024,7,1180
2024-08-15,Nuclear,MW,Rajasthan,2024,8,1180
2024-09-15,Nuclear,MW,Rajasthan,2024,9,1180
2024-10-15,Nuclear,MW,Rajasthan,2024,10,1180
2024-11-15,Nuclear,MW,Rajasthan,2024,11,1180
2024-12-15,Nuclear,MW,Rajasthan,2024,12,1180
2025-01-15,Nuclear,MW,Rajasthan,2025,1,1180
2025-02-15,Nuclear,MW,Rajasthan,2025,2,1180
2025-03-15,Nuclear,MW,Rajasthan,2025,3,1180
2025-04-15,Nuclear,MW,Rajasthan,2025,4,1780
2025-05-15,Nuclear,MW,Rajasthan,2025,5,1780
2025-06-15,Nuclear,MW,Rajasthan,2025,6,1780
2025-07-15,Nuclear,MW,Rajasthan,2025,7,1780
2025-08-15,Nuclear,MW,Rajasthan,2025,8,1780
2024-01-15,Hydro,MW,Rajasthan,2024,1,411
2024-02-15,Hydro,MW,Rajasthan,2024,2,411
2024-03-15,Hydro,MW,Rajasthan,2024,3,411
2024-04-15,Hydro,MW,Rajasthan,2024,4,411
2024-05-15,Hydro,MW,Rajasthan,2024,5,411
2024-06-15,Hydro,MW,Rajasthan,2024,6,411
2024-07-15,Hydro,MW,Rajasthan,2024,7,411
2024-08-15,Hydro,MW,Rajasthan,2024,8,411
2024-09-15,Hydro,MW,Rajasthan,2024,9,411
2024-10-15,Hydro,MW,Rajasthan,2024,10,411
2024-11-15,Hydro,MW,Rajasthan,2024,11,411
2024-12-15,Hydro,MW,Rajasthan,2024,12,411
2025-01-15,Hydro,MW,Rajasthan,2025,1,411
2025-02-15,Hydro,MW,Rajasthan,2025,2,411
2025-03-15,Hydro,MW,Rajasthan,2025,3,411
2025-04-15,Hydro,MW,Rajasthan,2025,4,411
2025-05-15,Hydro,MW,Rajasthan,2025,5,411
2025-06-15,Hydro,MW,Rajasthan,2025,6,411
2025-07-15,Hydro,MW,Rajasthan,2025,7,411
2025-08-15,Hydro,MW,Rajasthan,2025,8,411
2024-01-15,Solar,MW,Rajasthan,2024,1,18795.65
2024-02-15,Solar,MW,Rajasthan,2024,2,19510.6
2024-03-15,Solar,MW,Rajasthan,2024,3,21347.58
2024-04-15,Solar,MW,Rajasthan,2024,4,21469.62
2024-05-15,Solar,MW,Rajasthan,2024,5,22180.73
2024-06-15,Solar,MW,Rajasthan,2024,6,22415.22
2024-07-15,Solar,MW,Rajasthan,2024,7,22860.73
2024-08-15,Solar,MW,Rajasthan,2024,8,24102.21
2024-09-15,Solar,MW,Rajasthan,2024,9,24224.15
2024-10-15,Solar,MW,Rajasthan,2024,10,24553.13
2024-11-15,Solar,MW,Rajasthan,2024,11,24776.69
2024-12-15,Solar,MW,Rajasthan,2024,12,26489.65
2025-01-15,Solar,MW,Rajasthan,2025,1,27347.85
2025-02-15,Solar,MW,Rajasthan,2025,2,27636.75
2025-03-15,Solar,MW,Rajasthan,2025,3,28286.47
2025-04-15,Solar,MW,Rajasthan,2025,4,28761.22
2025-05-15,Solar,MW,Rajasthan,2025,5,29546.7
2025-06-15,Solar,MW,Rajasthan,2025,6,31967.69
2025-07-15,Solar,MW,Rajasthan,2025,7,32317.19
2025-08-15,Solar,MW,Rajasthan,2025,8,33163.29
2024-01-15,Wind,MW,Rajasthan,2024,1,5193.42
2024-02-15,Wind,MW,Rajasthan,2024,2,5195.82
2024-03-15,Wind,MW,Rajasthan,2024,3,5195.82
2024-04-15,Wind,MW,Rajasthan,2024,4,5195.82
2024-05-15,Wind,MW,Rajasthan,2024,5,5195.82
2024-06-15,Wind,MW,Rajasthan,2024,6,5195.82
2024-07-15,Wind,MW,Rajasthan,2024,7,5195.82
2024-08-15,Wind,MW,Rajasthan,2024,8,5195.82
2024-09-15,Wind,MW,Rajasthan,2024,9,5195.82
2024-10-15,Wind,MW,Rajasthan,2024,10,5195.82
2024-11-15,Wind,MW,Rajasthan,2024,11,5195.82
2024-12-15,Wind,MW,Rajasthan,2024,12,5195.82
2025-01-15,Wind,MW,Rajasthan,2025,1,5195.82
2025-02-15,Wind,MW,Rajasthan,2025,2,5195.82
2025-03-15,Wind,MW,Rajasthan,2025,3,5208.75
2025-04-15,Wind,MW,Rajasthan,2025,4,5208.75
2025-05-15,Wind,MW,Rajasthan,2025,5,5208.75
2025-06-15,Wind,MW,Rajasthan,2025,6,5208.75
2025-07-15,Wind,MW,Rajasthan,2025,7,5208.75
2025-08-15,Wind,MW,Rajasthan,2025,8,5208.75
2024-01-15,Small-Hydro,MW,Rajasthan,2024,1,23.85
2024-02-15,Small-Hydro,MW,Rajasthan,2024,2,23.85
2024-03-15,Small-Hydro,MW,Rajasthan,2024,3,23.85
2024-04-15,Small-Hydro,MW,Rajasthan,2024,4,23.85
2024-05-15,Small-Hydro,MW,Rajasthan,2024,5,23.85
2024-06-15,Small-Hydro,MW,Rajasthan,2024,6,23.85
2024-07-15,Small-Hydro,MW,Rajasthan,2024,7,23.85
2024-08-15,Small-Hydro,MW,Rajasthan,2024,8,23.85
2024-09-15,Small-Hydro,MW,Rajasthan,2024,9,23.85
2024-10-15,Small-Hydro,MW,Rajasthan,2024,10,23.85
2024-11-15,Small-Hydro,MW,Rajasthan,2024,11,23.85
2024-12-15,Small-Hydro,MW,Rajasthan,2024,12,23.85
2025-01-15,Small-Hydro,MW,Rajasthan,2025,1,23.85
2025-02-15,Small-Hydro,MW,Rajasthan,2025,2,23.85
2025-03-15,Small-Hydro,MW,Rajasthan,2025,3,23.85
2025-04-15,Small-Hydro,MW,Rajasthan,2025,4,23.85
2025-05-15,Small-Hydro,MW,Rajasthan,2025,5,23.85
2025-06-15,Small-Hydro,MW,Rajasthan,2025,6,23.85
2025-07-15,Small-Hydro,MW,Rajasthan,2025,7,23.85
2025-08-15,Small-Hydro,MW,Rajasthan,2025,8,23.85
2024-01-15,Bio Power,MW,Rajasthan,2024,1,125.64
2024-02-15,Bio Power,MW,Rajasthan,2024,2,125.64
2024-03-15,Bio Power,MW,Rajasthan,2024,3,125.64
2024-04-15,Bio Power,MW,Rajasthan,2024,4,125.64
2024-05-15,Bio Power,MW,Rajasthan,2024,5,125.64
2024-06-15,Bio Power,MW,Rajasthan,2024,6,125.64
2024-07-15,Bio Power,MW,Rajasthan,2024,7,126.06
2024-08-15,Bio Power,MW,Rajasthan,2024,8,126.06
2024-09-15,Bio Power,MW,Rajasthan,2024,9,126.06
2024-10-15,Bio Power,MW,Rajasthan,2024,10,126.06
2024-11-15,Bio Power,MW,Rajasthan,2024,11,126.06
2024-12-15,Bio Power,MW,Rajasthan,2024,12,126.06
2025-01-15,Bio Power,MW,Rajasthan,2025,1,170.76
2025-02-15,Bio Power,MW,Rajasthan,2025,2,200.56
2025-03-15,Bio Power,MW,Rajasthan,2025,3,206.27
2025-04-15,Bio Power,MW,Rajasthan,2025,4,206.27
2025-05-15,Bio Power,MW,Rajasthan,2025,5,206.27
2025-06-15,Bio Power,MW,Rajasthan,2025,6,207.52
2025-07-15,Bio Power,MW,Rajasthan,2025,7,207.52
2025-08-15,Bio Power,MW,Rajasthan,2025,8,207.52
2024-01-15,Coal,MW,Delhi,2024,1,
2024-02-15,Coal,MW,Delhi,2024,2,
2024-03-15,Coal,MW,Delhi,2024,3,
2024-04-15,Coal,MW,Delhi,2024,4,
2024-05-15,Coal,MW,Delhi,2024,5,
2024-06-15,Coal,MW,Delhi,2024,6,
2024-07-15,Coal,MW,Delhi,2024,7,
2024-08-15,Coal,MW,Delhi,2024,8,
2024-09-15,Coal,MW,Delhi,2024,9,
